D:\Anaconda3\envs\COMP9993\python.exe D:\COMP9993\Difussion_model\Digress.py 
D:\Anaconda3\envs\COMP9993\Lib\site-packages\requests\__init__.py:86: RequestsDependencyWarning: Unable to find acceptable character detection dependency (chardet or charset_normalizer).
  warnings.warn(
Device: cuda
[Train] Epoch 2:   0%|          | 0/1738 [00:00<?, ?it/s, loss=0.3957, n_acc=0.916, e_acc=0.948]Epoch 01 | Train 0.4576 (n_acc 0.896, e_acc 0.943) | Val 0.2792 (n_acc 0.931, e_acc 0.973) | LR 0.00200
[Train] Epoch 33:   0%|          | 0/1738 [00:00<?, ?it/s, loss=0.1940, n_acc=0.959, e_acc=0.961]Epoch 32 | Train 0.2099 (n_acc 0.944, e_acc 0.963) | Val 0.1262 (n_acc 0.963, e_acc 0.982) | LR 0.00097
[Train] Epoch 34:   0%|          | 0/1738 [00:00<?, ?it/s, loss=0.1512, n_acc=0.957, e_acc=0.976]Epoch 33 | Train 0.2094 (n_acc 0.944, e_acc 0.963) | Val 0.1244 (n_acc 0.964, e_acc 0.982) | LR 0.00093
[Train] Epoch 35:   0%|          | 0/1738 [00:00<?, ?it/s, loss=0.1939, n_acc=0.947, e_acc=0.966]Epoch 34 | Train 0.2078 (n_acc 0.944, e_acc 0.963) | Val 0.1271 (n_acc 0.962, e_acc 0.982) | LR 0.00089
[Train] Epoch 36:   0%|          | 0/1738 [00:00<?, ?it/s, loss=0.2384, n_acc=0.933, e_acc=0.960]Epoch 35 | Train 0.2060 (n_acc 0.945, e_acc 0.963) | Val 0.1258 (n_acc 0.963, e_acc 0.982) | LR 0.00085
[Train] Epoch 37:   0%|          | 0/1738 [00:00<?, ?it/s, loss=0.1987, n_acc=0.944, e_acc=0.967]Epoch 36 | Train 0.2057 (n_acc 0.945, e_acc 0.963) | Val 0.1268 (n_acc 0.962, e_acc 0.982) | LR 0.00081
[Train] Epoch 38:   0%|          | 0/1738 [00:00<?, ?it/s, loss=0.2229, n_acc=0.938, e_acc=0.955]Epoch 37 | Train 0.2050 (n_acc 0.945, e_acc 0.964) | Val 0.1225 (n_acc 0.964, e_acc 0.982) | LR 0.00077
[Train] Epoch 39:   0%|          | 0/1738 [00:00<?, ?it/s, loss=0.1920, n_acc=0.947, e_acc=0.971]Epoch 38 | Train 0.2042 (n_acc 0.945, e_acc 0.964) | Val 0.1222 (n_acc 0.964, e_acc 0.983) | LR 0.00074
[Train] Epoch 40:   0%|          | 0/1738 [00:00<?, ?it/s, loss=0.2173, n_acc=0.948, e_acc=0.961]Epoch 39 | Train 0.2031 (n_acc 0.946, e_acc 0.964) | Val 0.1206 (n_acc 0.966, e_acc 0.982) | LR 0.00070
[Train] Epoch 41:   0%|          | 0/1738 [00:00<?, ?it/s, loss=0.1923, n_acc=0.951, e_acc=0.965]Epoch 40 | Train 0.2026 (n_acc 0.946, e_acc 0.964) | Val 0.1224 (n_acc 0.963, e_acc 0.983) | LR 0.00067
[Train] Epoch 42:   0%|          | 0/1738 [00:00<?, ?it/s, loss=0.1679, n_acc=0.960, e_acc=0.970]Epoch 41 | Train 0.2015 (n_acc 0.946, e_acc 0.964) | Val 0.1221 (n_acc 0.964, e_acc 0.983) | LR 0.00064
[Train] Epoch 43:   0%|          | 0/1738 [00:00<?, ?it/s, loss=0.2285, n_acc=0.937, e_acc=0.960]Epoch 42 | Train 0.2016 (n_acc 0.946, e_acc 0.964) | Val 0.1233 (n_acc 0.965, e_acc 0.982) | LR 0.00062
[Train] Epoch 44:   0%|          | 0/1738 [00:00<?, ?it/s, loss=0.2219, n_acc=0.929, e_acc=0.961]Epoch 43 | Train 0.2009 (n_acc 0.946, e_acc 0.964) | Val 0.1206 (n_acc 0.965, e_acc 0.983) | LR 0.00059
[Train] Epoch 45:   0%|          | 0/1738 [00:00<?, ?it/s, loss=0.1786, n_acc=0.954, e_acc=0.965]Epoch 44 | Train 0.2003 (n_acc 0.946, e_acc 0.964) | Val 0.1200 (n_acc 0.965, e_acc 0.982) | LR 0.00057
[Train] Epoch 46:   0%|          | 0/1738 [00:00<?, ?it/s, loss=0.2099, n_acc=0.942, e_acc=0.964]Epoch 45 | Train 0.1996 (n_acc 0.946, e_acc 0.964) | Val 0.1182 (n_acc 0.966, e_acc 0.982) | LR 0.00055
[Train] Epoch 47:   0%|          | 0/1738 [00:00<?, ?it/s, loss=0.1640, n_acc=0.949, e_acc=0.972]Epoch 46 | Train 0.1994 (n_acc 0.947, e_acc 0.964) | Val 0.1186 (n_acc 0.966, e_acc 0.982) | LR 0.00054
[Train] Epoch 48:   0%|          | 0/1738 [00:00<?, ?it/s, loss=0.1725, n_acc=0.958, e_acc=0.971]Epoch 47 | Train 0.1990 (n_acc 0.947, e_acc 0.964) | Val 0.1232 (n_acc 0.965, e_acc 0.982) | LR 0.00052
[Train] Epoch 49:   0%|          | 0/1738 [00:00<?, ?it/s, loss=0.2506, n_acc=0.933, e_acc=0.949]Epoch 48 | Train 0.1987 (n_acc 0.947, e_acc 0.964) | Val 0.1207 (n_acc 0.965, e_acc 0.982) | LR 0.00051
[Train] Epoch 50:   0%|          | 0/1738 [00:00<?, ?it/s, loss=0.1586, n_acc=0.960, e_acc=0.975]Epoch 49 | Train 0.1981 (n_acc 0.947, e_acc 0.964) | Val 0.1188 (n_acc 0.966, e_acc 0.983) | LR 0.00051
[Train] Epoch 51:   0%|          | 0/1738 [00:00<?, ?it/s, loss=0.1363, n_acc=0.965, e_acc=0.980]Epoch 50 | Train 0.1981 (n_acc 0.947, e_acc 0.964) | Val 0.1167 (n_acc 0.966, e_acc 0.983) | LR 0.00050
[Train] Epoch 52:   0%|          | 0/1738 [00:00<?, ?it/s, loss=0.1917, n_acc=0.942, e_acc=0.963]Epoch 51 | Train 0.1973 (n_acc 0.947, e_acc 0.965) | Val 0.1183 (n_acc 0.967, e_acc 0.983) | LR 0.00050
[Train] Epoch 53:   0%|          | 0/1738 [00:00<?, ?it/s, loss=0.2231, n_acc=0.946, e_acc=0.958]Epoch 52 | Train 0.1976 (n_acc 0.947, e_acc 0.965) | Val 0.1202 (n_acc 0.965, e_acc 0.982) | LR 0.00050
[Train] Epoch 54:   0%|          | 0/1738 [00:00<?, ?it/s, loss=0.1935, n_acc=0.952, e_acc=0.962]Epoch 53 | Train 0.1971 (n_acc 0.947, e_acc 0.965) | Val 0.1170 (n_acc 0.967, e_acc 0.983) | LR 0.00051
[Train] Epoch 55:   0%|          | 0/1738 [00:00<?, ?it/s, loss=0.2005, n_acc=0.949, e_acc=0.972]Epoch 54 | Train 0.1965 (n_acc 0.947, e_acc 0.965) | Val 0.1158 (n_acc 0.966, e_acc 0.983) | LR 0.00051
[Train] Epoch 56:   0%|          | 0/1738 [00:00<?, ?it/s, loss=0.2146, n_acc=0.941, e_acc=0.959]Epoch 55 | Train 0.1968 (n_acc 0.947, e_acc 0.965) | Val 0.1162 (n_acc 0.966, e_acc 0.983) | LR 0.00052
[Train] Epoch 57:   0%|          | 0/1738 [00:00<?, ?it/s, loss=0.1929, n_acc=0.947, e_acc=0.968]Epoch 56 | Train 0.1968 (n_acc 0.947, e_acc 0.965) | Val 0.1162 (n_acc 0.967, e_acc 0.983) | LR 0.00054
[Train] Epoch 58:   0%|          | 0/1738 [00:00<?, ?it/s, loss=0.1874, n_acc=0.948, e_acc=0.964]Epoch 57 | Train 0.1961 (n_acc 0.948, e_acc 0.965) | Val 0.1167 (n_acc 0.967, e_acc 0.983) | LR 0.00055
[Train] Epoch 59:   0%|          | 0/1738 [00:00<?, ?it/s, loss=0.2061, n_acc=0.945, e_acc=0.958]Epoch 58 | Train 0.1962 (n_acc 0.947, e_acc 0.965) | Val 0.1176 (n_acc 0.965, e_acc 0.982) | LR 0.00057
[Train] Epoch 60:   0%|          | 0/1738 [00:00<?, ?it/s, loss=0.2017, n_acc=0.947, e_acc=0.964]Epoch 59 | Train 0.1960 (n_acc 0.947, e_acc 0.965) | Val 0.1172 (n_acc 0.966, e_acc 0.983) | LR 0.00059
[Train] Epoch 61:   0%|          | 0/1738 [00:00<?, ?it/s, loss=0.2044, n_acc=0.932, e_acc=0.974]Epoch 60 | Train 0.1962 (n_acc 0.947, e_acc 0.965) | Val 0.1172 (n_acc 0.968, e_acc 0.982) | LR 0.00062
[Train] Epoch 62:   0%|          | 0/1738 [00:00<?, ?it/s, loss=0.1696, n_acc=0.957, e_acc=0.972]Epoch 61 | Train 0.1952 (n_acc 0.948, e_acc 0.965) | Val 0.1185 (n_acc 0.966, e_acc 0.983) | LR 0.00064
[Train] Epoch 63:   0%|          | 0/1738 [00:00<?, ?it/s, loss=0.2078, n_acc=0.944, e_acc=0.964]Epoch 62 | Train 0.1963 (n_acc 0.947, e_acc 0.965) | Val 0.1200 (n_acc 0.965, e_acc 0.982) | LR 0.00067
[Train] Epoch 64:   0%|          | 0/1738 [00:00<?, ?it/s, loss=0.1713, n_acc=0.952, e_acc=0.972]Epoch 63 | Train 0.1962 (n_acc 0.947, e_acc 0.965) | Val 0.1192 (n_acc 0.964, e_acc 0.983) | LR 0.00070
[Train] Epoch 65:   0%|          | 0/1738 [00:00<?, ?it/s, loss=0.1930, n_acc=0.955, e_acc=0.968]Epoch 64 | Train 0.1961 (n_acc 0.947, e_acc 0.965) | Val 0.1133 (n_acc 0.968, e_acc 0.983) | LR 0.00074
[Train] Epoch 66:   0%|          | 0/1738 [00:00<?, ?it/s, loss=0.1582, n_acc=0.952, e_acc=0.972]Epoch 65 | Train 0.1960 (n_acc 0.947, e_acc 0.965) | Val 0.1170 (n_acc 0.967, e_acc 0.983) | LR 0.00077
[Train] Epoch 67:   0%|          | 0/1738 [00:00<?, ?it/s, loss=0.2247, n_acc=0.939, e_acc=0.957]Epoch 66 | Train 0.1965 (n_acc 0.947, e_acc 0.965) | Val 0.1186 (n_acc 0.966, e_acc 0.982) | LR 0.00081
[Train] Epoch 68:   0%|          | 0/1738 [00:00<?, ?it/s, loss=0.2399, n_acc=0.929, e_acc=0.959]Epoch 67 | Train 0.1960 (n_acc 0.947, e_acc 0.965) | Val 0.1163 (n_acc 0.967, e_acc 0.983) | LR 0.00085
[Train] Epoch 69:   0%|          | 0/1738 [00:00<?, ?it/s, loss=0.2076, n_acc=0.942, e_acc=0.964]Epoch 68 | Train 0.1966 (n_acc 0.947, e_acc 0.965) | Val 0.1188 (n_acc 0.966, e_acc 0.982) | LR 0.00089
[Train] Epoch 70:   0%|          | 0/1738 [00:00<?, ?it/s, loss=0.1575, n_acc=0.959, e_acc=0.970]Epoch 69 | Train 0.1961 (n_acc 0.947, e_acc 0.965) | Val 0.1166 (n_acc 0.967, e_acc 0.982) | LR 0.00093
[Train] Epoch 71:   0%|          | 0/1738 [00:00<?, ?it/s, loss=0.1802, n_acc=0.953, e_acc=0.968]Epoch 70 | Train 0.1967 (n_acc 0.947, e_acc 0.965) | Val 0.1179 (n_acc 0.966, e_acc 0.983) | LR 0.00097
[Train] Epoch 72:   0%|          | 0/1738 [00:00<?, ?it/s, loss=0.1499, n_acc=0.966, e_acc=0.976]Epoch 71 | Train 0.1963 (n_acc 0.947, e_acc 0.965) | Val 0.1154 (n_acc 0.966, e_acc 0.983) | LR 0.00102
[Train] Epoch 73:   0%|          | 0/1738 [00:00<?, ?it/s, loss=0.1816, n_acc=0.952, e_acc=0.965]Epoch 72 | Train 0.1962 (n_acc 0.947, e_acc 0.965) | Val 0.1221 (n_acc 0.963, e_acc 0.982) | LR 0.00106
[Train] Epoch 74:   0%|          | 0/1738 [00:00<?, ?it/s, loss=0.1978, n_acc=0.943, e_acc=0.966]Epoch 73 | Train 0.1964 (n_acc 0.947, e_acc 0.965) | Val 0.1203 (n_acc 0.963, e_acc 0.983) | LR 0.00111
[Train] Epoch 75:   0%|          | 0/1738 [00:00<?, ?it/s, loss=0.1605, n_acc=0.954, e_acc=0.970]Epoch 74 | Train 0.1965 (n_acc 0.947, e_acc 0.965) | Val 0.1188 (n_acc 0.966, e_acc 0.982) | LR 0.00116
[Train] Epoch 76:   0%|          | 0/1738 [00:00<?, ?it/s, loss=0.2476, n_acc=0.931, e_acc=0.954]Epoch 75 | Train 0.1962 (n_acc 0.947, e_acc 0.965) | Val 0.1175 (n_acc 0.967, e_acc 0.982) | LR 0.00120
[Train] Epoch 77:   0%|          | 0/1738 [00:00<?, ?it/s, loss=0.1963, n_acc=0.954, e_acc=0.963]Epoch 76 | Train 0.1964 (n_acc 0.947, e_acc 0.965) | Val 0.1190 (n_acc 0.966, e_acc 0.982) | LR 0.00125
[Train] Epoch 78:   0%|          | 0/1738 [00:00<?, ?it/s, loss=0.1706, n_acc=0.957, e_acc=0.967]Epoch 77 | Train 0.1959 (n_acc 0.947, e_acc 0.965) | Val 0.1158 (n_acc 0.967, e_acc 0.982) | LR 0.00130
[Train] Epoch 79:   0%|          | 0/1738 [00:00<?, ?it/s, loss=0.2081, n_acc=0.942, e_acc=0.962]Epoch 78 | Train 0.1972 (n_acc 0.947, e_acc 0.965) | Val 0.1175 (n_acc 0.965, e_acc 0.982) | LR 0.00134
[Train] Epoch 80:   0%|          | 0/1738 [00:00<?, ?it/s, loss=0.2296, n_acc=0.929, e_acc=0.957]Epoch 79 | Train 0.1965 (n_acc 0.947, e_acc 0.965) | Val 0.1174 (n_acc 0.966, e_acc 0.983) | LR 0.00139
[Train] Epoch 81:   0%|          | 0/1738 [00:00<?, ?it/s, loss=0.1790, n_acc=0.948, e_acc=0.968]Epoch 80 | Train 0.1972 (n_acc 0.947, e_acc 0.964) | Val 0.1213 (n_acc 0.963, e_acc 0.983) | LR 0.00144
[Train] Epoch 82:   0%|          | 0/1738 [00:00<?, ?it/s, loss=0.2000, n_acc=0.948, e_acc=0.960]Epoch 81 | Train 0.1963 (n_acc 0.947, e_acc 0.965) | Val 0.1143 (n_acc 0.967, e_acc 0.983) | LR 0.00148
[Train] Epoch 83:   0%|          | 0/1738 [00:00<?, ?it/s, loss=0.2044, n_acc=0.940, e_acc=0.966]Epoch 82 | Train 0.1958 (n_acc 0.947, e_acc 0.965) | Val 0.1155 (n_acc 0.967, e_acc 0.983) | LR 0.00153
[Train] Epoch 84:   0%|          | 0/1738 [00:00<?, ?it/s, loss=0.2003, n_acc=0.949, e_acc=0.962]Epoch 83 | Train 0.1960 (n_acc 0.947, e_acc 0.965) | Val 0.1146 (n_acc 0.967, e_acc 0.983) | LR 0.00157
[Train] Epoch 85:   0%|          | 0/1738 [00:00<?, ?it/s, loss=0.1860, n_acc=0.947, e_acc=0.970]Epoch 84 | Train 0.1962 (n_acc 0.947, e_acc 0.965) | Val 0.1182 (n_acc 0.964, e_acc 0.983) | LR 0.00161
[Train] Epoch 86:   0%|          | 0/1738 [00:00<?, ?it/s, loss=0.2382, n_acc=0.928, e_acc=0.960]Epoch 85 | Train 0.1956 (n_acc 0.947, e_acc 0.965) | Val 0.1227 (n_acc 0.963, e_acc 0.982) | LR 0.00165
[Train] Epoch 87:   0%|          | 0/1738 [00:00<?, ?it/s, loss=0.1993, n_acc=0.944, e_acc=0.965]Epoch 86 | Train 0.1956 (n_acc 0.947, e_acc 0.965) | Val 0.1135 (n_acc 0.968, e_acc 0.983) | LR 0.00169
[Train] Epoch 88:   0%|          | 0/1738 [00:00<?, ?it/s, loss=0.1942, n_acc=0.947, e_acc=0.973]Epoch 87 | Train 0.1955 (n_acc 0.947, e_acc 0.965) | Val 0.1206 (n_acc 0.966, e_acc 0.983) | LR 0.00173
[Train] Epoch 89:   0%|          | 0/1738 [00:00<?, ?it/s, loss=0.2311, n_acc=0.937, e_acc=0.963]Epoch 88 | Train 0.1954 (n_acc 0.947, e_acc 0.965) | Val 0.1189 (n_acc 0.965, e_acc 0.982) | LR 0.00176
[Train] Epoch 90:   0%|          | 0/1738 [00:00<?, ?it/s, loss=0.1938, n_acc=0.948, e_acc=0.965]Epoch 89 | Train 0.1950 (n_acc 0.947, e_acc 0.965) | Val 0.1193 (n_acc 0.964, e_acc 0.983) | LR 0.00180
[Train] Epoch 91:   0%|          | 0/1738 [00:00<?, ?it/s, loss=0.1524, n_acc=0.960, e_acc=0.969]Epoch 90 | Train 0.1954 (n_acc 0.947, e_acc 0.965) | Val 0.1156 (n_acc 0.966, e_acc 0.983) | LR 0.00183
[Train] Epoch 92:   0%|          | 0/1738 [00:00<?, ?it/s, loss=0.2346, n_acc=0.931, e_acc=0.955]Epoch 91 | Train 0.1947 (n_acc 0.947, e_acc 0.965) | Val 0.1128 (n_acc 0.967, e_acc 0.984) | LR 0.00186
[Train] Epoch 93:   0%|          | 0/1738 [00:00<?, ?it/s, loss=0.2186, n_acc=0.950, e_acc=0.965]Epoch 92 | Train 0.1942 (n_acc 0.947, e_acc 0.965) | Val 0.1172 (n_acc 0.966, e_acc 0.983) | LR 0.00188
[Train] Epoch 94:   0%|          | 0/1738 [00:00<?, ?it/s, loss=0.1610, n_acc=0.958, e_acc=0.965]Epoch 93 | Train 0.1937 (n_acc 0.948, e_acc 0.965) | Val 0.1177 (n_acc 0.965, e_acc 0.983) | LR 0.00191
[Train] Epoch 95:   0%|          | 0/1738 [00:00<?, ?it/s, loss=0.2203, n_acc=0.941, e_acc=0.956]Epoch 94 | Train 0.1937 (n_acc 0.948, e_acc 0.965) | Val 0.1180 (n_acc 0.964, e_acc 0.983) | LR 0.00193
[Train] Epoch 96:   0%|          | 0/1738 [00:00<?, ?it/s, loss=0.2061, n_acc=0.950, e_acc=0.966]Epoch 95 | Train 0.1934 (n_acc 0.948, e_acc 0.965) | Val 0.1164 (n_acc 0.967, e_acc 0.983) | LR 0.00195
[Train] Epoch 97:   0%|          | 0/1738 [00:00<?, ?it/s, loss=0.1690, n_acc=0.958, e_acc=0.965]Epoch 96 | Train 0.1926 (n_acc 0.948, e_acc 0.965) | Val 0.1129 (n_acc 0.967, e_acc 0.984) | LR 0.00196
[Train] Epoch 98:   0%|          | 0/1738 [00:00<?, ?it/s, loss=0.2057, n_acc=0.946, e_acc=0.955]Epoch 97 | Train 0.1932 (n_acc 0.948, e_acc 0.965) | Val 0.1150 (n_acc 0.966, e_acc 0.983) | LR 0.00198
[Train] Epoch 99:   0%|          | 0/1738 [00:00<?, ?it/s, loss=0.2387, n_acc=0.942, e_acc=0.951]Epoch 98 | Train 0.1927 (n_acc 0.948, e_acc 0.965) | Val 0.1145 (n_acc 0.966, e_acc 0.983) | LR 0.00199
[Train] Epoch 100:   0%|          | 0/1738 [00:00<?, ?it/s, loss=0.2063, n_acc=0.945, e_acc=0.959]Epoch 99 | Train 0.1923 (n_acc 0.948, e_acc 0.965) | Val 0.1130 (n_acc 0.967, e_acc 0.983) | LR 0.00199
[Train] Epoch 101:   0%|          | 0/1738 [00:00<?, ?it/s, loss=0.1813, n_acc=0.946, e_acc=0.968]Epoch 100 | Train 0.1911 (n_acc 0.948, e_acc 0.966) | Val 0.1139 (n_acc 0.968, e_acc 0.984) | LR 0.00200
[Train] Epoch 102:   0%|          | 0/1738 [00:00<?, ?it/s, loss=0.2003, n_acc=0.940, e_acc=0.970]Epoch 101 | Train 0.1908 (n_acc 0.948, e_acc 0.966) | Val 0.1150 (n_acc 0.967, e_acc 0.983) | LR 0.00200
